bus_id,bus_name,source,dest,operator,bus_type,capacity,seats_available,departure_time,arrival_time,duration_hours,price,date,rating,is_night_service,is_weekend,is_popular_route,cancellation_allowed,live_tracking
1054,ELE-1054,Mumbai,Pune,SR Travels,Electric Bus,40,28,07:30:00,11:00:00,3.5,936.0,2026-02-02,4.2,False,False,True,False,True
1055,AC -1055,Mumbai,Nashik,UPSRTC,AC Sleeper,35,21,21:00:00,01:00:00,4,941.85,2026-02-02,4.1,True,False,True,True,False
1056,NON-1056,Mumbai,Nashik,TNSTC,Non-AC Sleeper,40,15,17:00:00,21:00:00,4,591.5,2026-02-02,3.7,False,False,True,False,False
1057,AC -1057,Mumbai,Nashik,IntrCity SmartBus,AC Semi-Sleeper,40,30,08:00:00,12:00:00,4,682.5,2026-02-02,4.2,False,False,True,False,False
1058,ELE-1058,Mumbai,Nashik,MSRTC,Electric Bus,40,24,12:00:00,16:00:00,4,728.0,2026-02-02,4.1,False,False,True,True,False
1059,NON-1059,Mumbai,Nashik,GSRTC,Non-AC Seater,50,24,22:00:00,02:00:00,4,523.25,2026-02-02,3.6,True,False,True,True,False
1060,MUL-1060,Mumbai,Nashik,RedBus Express,Multi-Axle Volvo,43,43,09:00:00,13:00:00,4,1001.0,2026-02-02,4.4,False,False,True,True,False
1061,NON-1061,Mumbai,Goa,SETC,Non-AC Sleeper,40,17,09:00:00,21:00:00,12,2028.0,2026-02-02,3.7,False,False,True,True,False
1062,VOL-1062,Mumbai,Goa,Jabbar Travels,Volvo AC,40,14,05:00:00,17:00:00,12,3588.0,2026-02-02,4.6,True,False,True,True,True
1063,AC -1063,Mumbai,Goa,RedBus Express,AC Semi-Sleeper,40,20,22:00:00,10:00:00,12,2691.0,2026-02-02,4.1,True,False,True,True,True
1064,AC -1064,Mumbai,Goa,UPSRTC,AC Seater,45,19,13:00:00,01:00:00,12,2184.0,2026-02-02,3.7,False,False,True,True,False
1065,MUL-1065,Mumbai,Ahmedabad,Mahasagar Travels,Multi-Axle Volvo,43,3,22:00:00,07:00:00,9,2960.1,2026-02-02,4.4,True,False,True,True,True
1066,ELE-1066,Mumbai,Ahmedabad,RedBus Express,Electric Bus,40,39,05:30:00,14:30:00,9,2152.8,2026-02-02,4.5,True,False,True,True,False
1067,ELE-1067,Mumbai,Ahmedabad,OSRTC,Electric Bus,40,32,11:00:00,20:00:00,9,1872.0,2026-02-02,3.9,False,False,True,True,False
1068,NON-1068,Mumbai,Ahmedabad,Konduskar Travels,Non-AC Seater,50,17,08:30:00,17:30:00,9,1170.0,2026-02-02,3.9,False,False,True,False,False
1069,VOL-1069,Mumbai,Ahmedabad,APSRTC,Volvo AC,40,5,07:00:00,16:00:00,9,2340.0,2026-02-02,4.1,False,False,True,False,False
1070,VOL-1070,Mumbai,Ahmedabad,DTC,Volvo AC,40,39,10:30:00,19:30:00,9,2340.0,2026-02-02,4.1,False,False,True,True,False
1071,ELE-1071,Mumbai,Surat,HRTC,Electric Bus,40,28,11:30:00,17:30:00,6,1352.0,2026-02-02,3.9,False,False,True,True,False
1072,AC -1072,Mumbai,Surat,KSRTC,AC Sleeper,35,0,13:00:00,19:00:00,6,1521.0,2026-02-02,4.1,False,False,True,True,False
1073,AC -1073,Mumbai,Surat,DTC,AC Seater,45,1,18:00:00,00:00:00,6,1183.0,2026-02-02,3.9,False,False,True,True,False
1074,AC -1074,Mumbai,Surat,Kallada Travels,AC Seater,45,21,17:00:00,23:00:00,6,1183.0,2026-02-02,4.1,False,False,True,False,True
1075,AC -1075,Mumbai,Surat,Paulo Travels,AC Semi-Sleeper,40,27,06:00:00,12:00:00,6,1267.5,2026-02-02,4.3,False,False,True,True,True
1076,NON-1076,Mumbai,Indore,Kallada Travels,Non-AC Seater,50,50,12:00:00,01:00:00,13,1430.0,2026-02-02,4.0,False,False,True,True,True
1077,NON-1077,Mumbai,Indore,Paulo Travels,Non-AC Sleeper,40,8,18:00:00,07:00:00,13,1859.0,2026-02-02,3.9,False,False,True,True,True
1078,VOL-1078,Mumbai,Indore,SRS Travels,Volvo AC,40,38,09:00:00,22:00:00,13,2860.0,2026-02-02,4.5,False,False,True,False,False
1079,NON-1079,Mumbai,Indore,TNSTC,Non-AC Seater,50,27,04:30:00,17:30:00,13,1644.5,2026-02-02,3.9,True,False,True,False,False
1080,ELE-1080,Mumbai,Indore,Goa RTC,Electric Bus,40,18,14:00:00,03:00:00,13,2288.0,2026-02-02,4.1,False,False,True,True,False
1081,MUL-1081,Mumbai,Indore,RSRTC,Multi-Axle Volvo,43,41,17:00:00,06:00:00,13,3146.0,2026-02-02,4.2,False,False,True,True,False
1082,ELE-1082,Mumbai,Aurangabad,IntrCity SmartBus,Electric Bus,40,26,08:30:00,16:30:00,8,1560.0,2026-02-02,4.3,False,False,True,True,True
1083,NON-1083,Mumbai,Aurangabad,SETC,Non-AC Seater,50,6,22:30:00,06:30:00,8,1121.25,2026-02-02,3.6,True,False,True,True,False
1084,NON-1084,Mumbai,Aurangabad,HRTC,Non-AC Seater,50,27,11:30:00,19:30:00,8,975.0,2026-02-02,3.7,False,False,True,True,False
1085,AC -1085,Mumbai,Aurangabad,APSRTC,AC Seater,45,27,12:00:00,20:00:00,8,1365.0,2026-02-02,3.9,False,False,True,True,False
1086,VOL-1086,Mumbai,Aurangabad,Shrinath Travels,Volvo AC,40,16,06:30:00,14:30:00,8,1950.0,2026-02-02,4.3,False,False,True,True,False
1087,NON-1087,Mumbai,Aurangabad,SETC,Non-AC Seater,50,23,20:30:00,04:30:00,8,1121.25,2026-02-02,3.6,True,False,True,True,False
1088,ELE-1088,Bangalore,Chennai,OSRTC,Electric Bus,40,1,11:00:00,18:00:00,7,1976.0,2026-02-02,4.0,False,False,True,True,False
1089,AC -1089,Bangalore,Chennai,RedBus Express,AC Semi-Sleeper,40,7,22:00:00,05:00:00,7,2130.38,2026-02-02,4.3,True,False,True,True,True
1090,AC -1090,Bangalore,Chennai,Goa RTC,AC Sleeper,35,18,09:00:00,16:00:00,7,2223.0,2026-02-02,4.0,False,False,True,True,False
1091,AC -1091,Bangalore,Chennai,Goa RTC,AC Seater,45,30,15:00:00,22:00:00,7,1729.0,2026-02-02,3.8,False,False,True,False,False
1092,AC -1092,Bangalore,Chennai,SR Travels,AC Sleeper,35,2,11:30:00,18:30:00,7,2223.0,2026-02-02,4.3,False,False,True,True,True
1093,AC -1093,Bangalore,Hyderabad,Orange Travels,AC Semi-Sleeper,40,24,14:00:00,22:00:00,8,1950.0,2026-02-02,4.1,False,False,True,False,True
1094,ELE-1094,Bangalore,Hyderabad,Parveen Travels,Electric Bus,40,33,05:30:00,13:30:00,8,2392.0,2026-02-02,4.3,True,False,True,True,True
1095,MUL-1095,Bangalore,Hyderabad,Neeta Travels,Multi-Axle Volvo,43,26,21:00:00,05:00:00,8,3289.0,2026-02-02,4.7,True,False,True,True,True
1096,VOL-1096,Bangalore,Hyderabad,APSRTC,Volvo AC,40,19,05:00:00,13:00:00,8,2990.0,2026-02-02,4.2,True,False,True,True,False
1097,ELE-1097,Bangalore,Hyderabad,Paulo Travels,Electric Bus,40,32,06:30:00,14:30:00,8,2080.0,2026-02-02,4.2,False,False,True,True,False
1098,VOL-1098,Bangalore,Mysore,MSRTC,Volvo AC,40,23,07:00:00,10:00:00,3,1040.0,2026-02-02,4.0,False,False,True,False,False
1099,NON-1099,Bangalore,Mysore,GSRTC,Non-AC Seater,50,40,11:30:00,14:30:00,3,520.0,2026-02-02,3.8,False,False,True,False,False
1100,AC -1100,Bangalore,Mysore,SETC,AC Seater,45,9,10:30:00,13:30:00,3,728.0,2026-02-02,3.9,False,False,True,True,False
1101,MUL-1101,Bangalore,Mysore,Green Line Travels,Multi-Axle Volvo,43,26,23:00:00,02:00:00,3,1315.6,2026-02-02,4.4,True,False,True,True,True
1102,AC -1102,Bangalore,Coimbatore,National Travels,AC Seater,45,43,20:30:00,03:30:00,7,1779.05,2026-02-02,4.2,True,False,True,False,False
1103,NON-1103,Bangalore,Coimbatore,OSRTC,Non-AC Seater,50,40,10:00:00,17:00:00,7,1105.0,2026-02-02,3.8,False,False,True,True,False
1104,NON-1104,Bangalore,Coimbatore,KPN Travels,Non-AC Seater,50,20,20:00:00,03:00:00,7,1270.75,2026-02-02,4.2,True,False,True,True,True
1105,ELE-1105,Bangalore,Coimbatore,RSRTC,Electric Bus,40,16,21:00:00,04:00:00,7,2033.2,2026-02-02,4.1,True,False,True,True,False
1106,NON-1106,Bangalore,Coimbatore,Kallada Travels,Non-AC Seater,50,34,18:00:00,01:00:00,7,1105.0,2026-02-02,3.8,False,False,True,False,True
1107,AC -1107,Bangalore,Coimbatore,Greenline Travels,AC Sleeper,35,8,09:00:00,16:00:00,7,1989.0,2026-02-02,4.1,False,False,True,True,True
1108,VOL-1108,Bangalore,Coimbatore,Sharma Travels,Volvo AC,40,35,06:30:00,13:30:00,7,2210.0,2026-02-02,4.5,False,False,True,False,True
1109,AC -1109,Bangalore,Kochi,TNSTC,AC Sleeper,35,22,07:30:00,18:30:00,11,2808.0,2026-02-02,3.9,False,False,True,False,False
1110,AC -1110,Bangalore,Kochi,Mahasagar Travels,AC Seater,45,26,12:00:00,23:00:00,11,2184.0,2026-02-02,4.2,False,False,True,False,False
1111,AC -1111,Bangalore,Kochi,VRL Travels,AC Sleeper,35,30,10:30:00,21:30:00,11,2808.0,2026-02-02,4.2,False,False,True,False,True
1112,AC -1112,Bangalore,Kochi,Sharma Travels,AC Semi-Sleeper,40,32,09:00:00,20:00:00,11,2340.0,2026-02-02,4.1,False,False,True,True,True
1113,AC -1113,Bangalore,Kochi,RSRTC,AC Semi-Sleeper,40,38,10:00:00,21:00:00,11,2340.0,2026-02-02,3.9,False,False,True,False,False
1114,VOL-1114,Bangalore,Kochi,SRS Travels,Volvo AC,40,12,17:00:00,04:00:00,11,3120.0,2026-02-02,4.3,False,False,True,True,True
1115,NON-1115,Bangalore,Kochi,Sharma Travels,Non-AC Sleeper,40,18,08:30:00,19:30:00,11,2028.0,2026-02-02,4.1,False,False,True,True,True
1116,NON-1116,Bangalore,Goa,Orange Travels,Non-AC Sleeper,40,37,16:00:00,04:00:00,12,1859.0,2026-02-02,4.2,False,False,True,True,False
1117,AC -1117,Bangalore,Goa,RedBus Express,AC Semi-Sleeper,40,6,23:00:00,11:00:00,12,2466.75,2026-02-02,4.1,True,False,True,True,False
1118,NON-1118,Bangalore,Goa,RSRTC,Non-AC Sleeper,40,4,07:30:00,19:30:00,12,1859.0,2026-02-02,3.8,False,False,True,True,False
1119,NON-1119,Bangalore,Goa,Parveen Travels,Non-AC Sleeper,40,23,06:00:00,18:00:00,12,1859.0,2026-02-02,3.9,False,False,True,False,False
1120,NON-1120,Bangalore,Mangalore,Green Line Travels,Non-AC Sleeper,40,38,09:30:00,17:30:00,8,1352.0,2026-02-02,4.0,False,False,True,False,False
1121,NON-1121,Bangalore,Mangalore,RSRTC,Non-AC Sleeper,40,4,07:30:00,15:30:00,8,1352.0,2026-02-02,3.8,False,False,True,True,False
1122,NON-1122,Bangalore,Mangalore,RSRTC,Non-AC Sleeper,40,3,11:00:00,19:00:00,8,1352.0,2026-02-02,3.8,False,False,True,False,False
1123,MUL-1123,Bangalore,Mangalore,Orange Travels,Multi-Axle Volvo,43,14,07:00:00,15:00:00,8,2288.0,2026-02-02,4.4,False,False,True,True,True
1124,MUL-1124,Bangalore,Mangalore,Green Line Travels,Multi-Axle Volvo,43,2,05:00:00,13:00:00,8,2631.2,2026-02-02,4.4,True,False,True,True,True
1125,AC -1125,Bangalore,Mangalore,VRL Travels,AC Seater,45,20,23:00:00,07:00:00,8,1674.4,2026-02-02,4.1,True,False,True,True,True
1126,AC -1126,Bangalore,Pondicherry,UPSRTC,AC Semi-Sleeper,40,5,23:30:00,05:30:00,6,1681.88,2026-02-02,3.8,True,False,True,True,False
1127,AC -1127,Bangalore,Pondicherry,DTC,AC Sleeper,35,12,22:30:00,04:30:00,6,2018.25,2026-02-02,4.0,True,False,True,True,False
1128,AC -1128,Bangalore,Pondicherry,Raj Travels,AC Semi-Sleeper,40,23,08:00:00,14:00:00,6,1462.5,2026-02-02,4.1,False,False,True,True,True
1129,NON-1129,Bangalore,Pondicherry,KPN Travels,Non-AC Seater,50,41,12:00:00,18:00:00,6,975.0,2026-02-02,4.2,False,False,True,True,True
1130,AC -1130,Bangalore,Pondicherry,OSRTC,AC Semi-Sleeper,40,4,04:30:00,10:30:00,6,1681.88,2026-02-02,3.8,True,False,True,True,False
1131,NON-1131,Bangalore,Pondicherry,SR Travels,Non-AC Seater,50,30,19:00:00,01:00:00,6,975.0,2026-02-02,3.8,False,False,True,False,True
1132,ELE-1132,Chennai,Coimbatore,OSRTC,Electric Bus,40,32,08:30:00,16:00:00,7.5,1768.0,2026-02-02,3.9,False,False,True,False,False
1133,VOL-1133,Chennai,Coimbatore,Kerala RTC,Volvo AC,40,19,07:30:00,15:00:00,7.5,2210.0,2026-02-02,4.2,False,False,True,True,False
1134,VOL-1134,Chennai,Coimbatore,SETC,Volvo AC,40,34,04:00:00,11:30:00,7.5,2541.5,2026-02-02,4.2,True,False,True,True,False
1135,NON-1135,Chennai,Coimbatore,Mahasagar Travels,Non-AC Seater,50,4,06:30:00,14:00:00,7.5,1105.0,2026-02-02,3.8,False,False,True,True,False
1136,NON-1136,Chennai,Coimbatore,TNSTC,Non-AC Sleeper,40,33,19:00:00,02:30:00,7.5,1436.5,2026-02-02,3.6,False,False,True,True,False
1137,VOL-1137,Chennai,Coimbatore,RedBus Express,Volvo AC,40,22,15:00:00,22:30:00,7.5,2210.0,2026-02-02,4.2,False,False,True,True,True
1138,VOL-1138,Chennai,Madurai,Konduskar Travels,Volvo AC,40,12,11:00:00,19:00:00,8,1820.0,2026-02-02,4.5,False,False,True,True,False
1139,MUL-1139,Chennai,Madurai,OSRTC,Multi-Axle Volvo,43,18,15:00:00,23:00:00,8,2002.0,2026-02-02,4.0,False,False,True,True,False
1140,NON-1140,Chennai,Madurai,Konduskar Travels,Non-AC Seater,50,17,07:30:00,15:30:00,8,910.0,2026-02-02,4.1,False,False,True,True,False
1141,AC -1141,Chennai,Madurai,HRTC,AC Semi-Sleeper,40,8,17:00:00,01:00:00,8,1365.0,2026-02-02,3.8,False,False,True,True,False
1142,NON-1142,Chennai,Madurai,Shrinath Travels,Non-AC Seater,50,25,10:00:00,18:00:00,8,910.0,2026-02-02,4.0,False,False,True,False,True
1143,AC -1143,Chennai,Madurai,TNSTC,AC Semi-Sleeper,40,28,04:30:00,12:30:00,8,1569.75,2026-02-02,3.7,True,False,True,True,False
1144,ELE-1144,Chennai,Madurai,SR Travels,Electric Bus,40,26,11:30:00,19:30:00,8,1456.0,2026-02-02,4.5,False,False,True,False,True
1145,AC -1145,Chennai,Trichy,OSRTC,AC Seater,45,10,04:00:00,10:00:00,6,1255.8,2026-02-02,4.1,True,False,True,True,False
1146,MUL-1146,Chennai,Trichy,SETC,Multi-Axle Volvo,43,8,20:00:00,02:00:00,6,1973.4,2026-02-02,4.4,True,False,True,True,False
1147,AC -1147,Chennai,Trichy,HRTC,AC Sleeper,35,5,16:00:00,22:00:00,6,1404.0,2026-02-02,3.9,False,False,True,True,False
1148,VOL-1148,Chennai,Trichy,SR Travels,Volvo AC,40,37,05:30:00,11:30:00,6,1794.0,2026-02-02,4.6,True,False,True,True,True
1149,AC -1149,Chennai,Trichy,Orange Travels,AC Seater,45,3,22:30:00,04:30:00,6,1255.8,2026-02-02,4.3,True,False,True,True,True
1150,VOL-1150,Chennai,Trichy,TNSTC,Volvo AC,40,35,06:30:00,12:30:00,6,1560.0,2026-02-02,4.0,False,False,True,True,False
1151,MUL-1151,Chennai,Trichy,Orange Travels,Multi-Axle Volvo,43,24,20:30:00,02:30:00,6,1973.4,2026-02-02,4.5,True,False,True,True,True
1152,AC -1152,Chennai,Salem,MSRTC,AC Sleeper,35,10,11:30:00,17:30:00,6,1521.0,2026-02-02,3.9,False,False,True,True,False
1153,AC -1153,Chennai,Salem,SRS Travels,AC Seater,45,45,18:00:00,00:00:00,6,1183.0,2026-02-02,4.1,False,False,True,True,True
1154,NON-1154,Chennai,Salem,Konduskar Travels,Non-AC Seater,50,23,22:30:00,04:30:00,6,971.75,2026-02-02,4.2,True,False,True,False,True
1155,AC -1155,Chennai,Salem,UPSRTC,AC Sleeper,35,20,05:00:00,11:00:00,6,1749.15,2026-02-02,3.9,True,False,True,True,False
1156,AC -1156,Chennai,Salem,Greenline Travels,AC Semi-Sleeper,40,23,23:00:00,05:00:00,6,1457.62,2026-02-02,4.1,True,False,True,True,True
1157,MUL-1157,Chennai,Salem,Raj Travels,Multi-Axle Volvo,43,13,06:30:00,12:30:00,6,1859.0,2026-02-02,4.6,False,False,True,True,True
1158,NON-1158,Chennai,Pondicherry,HRTC,Non-AC Seater,50,40,16:00:00,19:00:00,3,455.0,2026-02-02,3.5,False,False,True,True,False
1159,NON-1159,Chennai,Pondicherry,Goa RTC,Non-AC Seater,50,17,12:00:00,15:00:00,3,455.0,2026-02-02,3.7,False,False,True,True,False
1160,ELE-1160,Chennai,Pondicherry,DTC,Electric Bus,40,26,19:00:00,22:00:00,3,728.0,2026-02-02,3.8,False,False,True,True,False
1161,ELE-1161,Chennai,Pondicherry,GSRTC,Electric Bus,40,6,04:00:00,07:00:00,3,837.2,2026-02-02,3.8,True,False,True,True,False
1162,AC -1162,Chennai,Bangalore,Green Line Travels,AC Semi-Sleeper,40,39,13:00:00,20:00:00,7,1852.5,2026-02-02,4.2,False,False,True,False,True
1163,AC -1163,Chennai,Bangalore,SETC,AC Sleeper,35,11,19:00:00,02:00:00,7,2223.0,2026-02-02,4.1,False,False,True,True,False
1164,ELE-1164,Chennai,Bangalore,Neeta Travels,Electric Bus,40,24,11:00:00,18:00:00,7,1976.0,2026-02-02,4.2,False,False,True,True,True
1165,AC -1165,Chennai,Bangalore,TNSTC,AC Seater,45,29,21:30:00,04:30:00,7,1988.35,2026-02-02,3.7,True,False,True,True,False
1166,NON-1166,Chennai,Bangalore,IntrCity SmartBus,Non-AC Seater,50,9,08:00:00,15:00:00,7,1235.0,2026-02-02,3.8,False,False,True,True,True
1167,AC -1167,Chennai,Bangalore,HRTC,AC Seater,45,3,17:00:00,00:00:00,7,1729.0,2026-02-02,3.7,False,False,True,True,False
1168,MUL-1168,Chennai,Tirupati,Greenline Travels,Multi-Axle Volvo,43,38,21:00:00,00:30:00,3.5,1151.15,2026-02-02,4.5,True,False,True,False,True
1169,MUL-1169,Chennai,Tirupati,Konduskar Travels,Multi-Axle Volvo,43,33,08:00:00,11:30:00,3.5,1001.0,2026-02-02,4.6,False,False,True,False,True
1170,AC -1170,Chennai,Tirupati,OSRTC,AC Semi-Sleeper,40,6,09:00:00,12:30:00,3.5,682.5,2026-02-02,3.7,False,False,True,False,False
1171,NON-1171,Chennai,Tirupati,DTC,Non-AC Sleeper,40,35,10:30:00,14:00:00,3.5,591.5,2026-02-02,4.0,False,False,True,True,False
1172,NON-1172,Chennai,Tirupati,Greenline Travels,Non-AC Sleeper,40,37,21:30:00,01:00:00,3.5,680.23,2026-02-02,4.3,True,False,True,True,True
